,Credit_History,Income_Level,Loan_Amount,Zip_Code,Education_Level,Approval_Prob,Loan_Approval
3898,Fair,High,Medium,Suburban,Master,0.7824147244746837,Approved
3899,Good,Low,Small,Urban,Bachelor,0.775562042179989,Approved
3900,Fair,Low,Medium,Urban,High School,0.25961199418149217,Disapproved
3901,Fair,High,Small,Suburban,High School,0.8528337360674625,Approved
3902,Good,Medium,Large,Rural,High School,0.5243865560673713,Approved
3903,Fair,High,Large,Suburban,High School,0.634774525037185,Approved
3904,Good,Medium,Medium,Rural,High School,0.8451223268025224,Approved
3905,Fair,Low,Large,Suburban,Bachelor,0.23329723231712457,Disapproved
3906,Fair,High,Medium,Urban,Master,0.7492476195144059,Approved
3907,Fair,Low,Medium,Suburban,Bachelor,0.5542912380227023,Approved
3908,Fair,High,Medium,Suburban,Bachelor,0.6516470048965557,Approved
3909,Fair,Low,Small,Suburban,High School,0.8138025754332232,Approved
3910,Bad,High,Small,Rural,Bachelor,0.7694961106442101,Approved
3911,Fair,Low,Small,Urban,Master,0.4535634307360985,Disapproved
3912,Bad,Medium,Large,Urban,Bachelor,0.2490641513426982,Disapproved
3913,Good,High,Medium,Rural,Bachelor,0.8503711992566043,Approved
3914,Good,Medium,Large,Urban,High School,0.7836070191959328,Approved
3915,Fair,Medium,Large,Suburban,Bachelor,0.4464905531994318,Disapproved
3916,Good,High,Medium,Rural,Master,0.7965346283561808,Approved
3917,Fair,Medium,Medium,Urban,Bachelor,0.70228151014939,Approved
3918,Fair,High,Large,Rural,High School,0.431963572778684,Disapproved
3919,Good,Medium,Small,Urban,Master,0.6665065498459499,Approved
3920,Good,Low,Small,Suburban,High School,0.7873122902594496,Approved
3921,Fair,Low,Large,Urban,Bachelor,0.20469875971839877,Disapproved
3922,Good,Low,Medium,Suburban,High School,0.8775858104766785,Approved
3923,Fair,Low,Small,Suburban,Master,0.5893464273766741,Approved
3924,Good,Medium,Medium,Urban,Master,0.7594218844340095,Approved
3925,Bad,Low,Medium,Suburban,Bachelor,0.17937853359471764,Disapproved
3926,Fair,Low,Large,Rural,Bachelor,0.4294100652716427,Disapproved
3927,Fair,Low,Large,Suburban,Bachelor,0.24456849997942684,Disapproved
3928,Fair,High,Large,Rural,High School,0.4472342902438419,Disapproved
3929,Bad,Medium,Small,Urban,Master,0.49177879661674817,Disapproved
3930,Good,Low,Large,Suburban,Bachelor,0.2140784640021108,Disapproved
3931,Bad,High,Large,Urban,Bachelor,0.2794367967477886,Disapproved
3932,Fair,Low,Large,Rural,High School,0.32006314964567384,Disapproved
3933,Fair,High,Small,Urban,High School,0.5415048195328829,Approved
3934,Fair,Medium,Large,Urban,Bachelor,0.5117272353458512,Approved
3935,Fair,Low,Medium,Urban,Bachelor,0.3469822114822207,Disapproved
3936,Fair,Medium,Medium,Urban,High School,0.5480018862865979,Approved
3937,Bad,Medium,Medium,Rural,High School,0.11111221216696142,Disapproved
3938,Bad,Medium,Large,Urban,Bachelor,0.24480220047392218,Disapproved
3939,Fair,High,Large,Rural,High School,0.30750420650637106,Disapproved
3940,Good,Low,Small,Urban,Bachelor,0.6501320057486992,Approved
3941,Good,Low,Small,Rural,Bachelor,0.4564661093634282,Disapproved
3942,Bad,Low,Medium,Suburban,Bachelor,0.15628069562818533,Disapproved
3943,Fair,Low,Large,Urban,Master,0.22846205014021087,Disapproved
3944,Bad,Low,Large,Urban,High School,0.12556020136608298,Disapproved
3945,Bad,High,Small,Urban,Master,0.7503177260020076,Approved
3946,Fair,Low,Medium,Urban,Master,0.1574737178793643,Disapproved
3947,Fair,Medium,Small,Urban,Bachelor,0.6575361446856398,Approved
3948,Bad,Medium,Medium,Urban,Master,0.3351314770804651,Disapproved
3949,Fair,High,Small,Urban,Master,0.7061421791401971,Approved
3950,Bad,High,Small,Suburban,Master,0.48155144680611056,Disapproved
3951,Good,Medium,Small,Urban,Bachelor,0.8868393308905155,Approved
3952,Good,High,Medium,Suburban,Bachelor,0.9250566926414199,Approved
3953,Bad,Medium,Medium,Rural,Bachelor,0.14933336061202013,Disapproved
3954,Fair,High,Medium,Urban,High School,0.4797614674587708,Disapproved
3955,Good,Medium,Medium,Urban,Master,0.5074787298842045,Approved
3956,Good,Low,Medium,Urban,Bachelor,0.5030443836319669,Approved
3957,Fair,Medium,Large,Urban,Bachelor,0.5498000155840004,Approved
3958,Bad,Medium,Medium,Suburban,Master,0.4315028514354097,Disapproved
3959,Bad,Low,Medium,Urban,Master,0.22958133077539977,Disapproved
3960,Fair,Low,Medium,Urban,High School,0.3902200653665881,Disapproved
3961,Fair,Medium,Large,Urban,Master,0.30391857617623447,Disapproved
3962,Bad,High,Medium,Rural,Bachelor,0.5870805545010623,Approved
3963,Fair,Low,Large,Suburban,Bachelor,0.3662608329045575,Disapproved
3964,Bad,Medium,Small,Rural,Master,0.6032326524683534,Approved
3965,Good,Medium,Medium,Rural,Master,0.32110060374461763,Disapproved
3966,Fair,High,Large,Urban,Bachelor,0.46955468181052856,Disapproved
3967,Bad,High,Large,Urban,Bachelor,0.28792907765615844,Disapproved
3968,Fair,Medium,Medium,Urban,Bachelor,0.6637842471741824,Approved
3969,Fair,Medium,Large,Suburban,Bachelor,0.3859926207983009,Disapproved
3970,Good,Low,Small,Suburban,High School,0.770790459193931,Approved
3971,Fair,Medium,Medium,Urban,Bachelor,0.427826948315478,Disapproved
3972,Fair,Medium,Large,Urban,High School,0.4982962675281412,Disapproved
3973,Good,High,Medium,Urban,Bachelor,0.8788463487831679,Approved
3974,Fair,Medium,Large,Rural,Master,0.1567022926080536,Disapproved
3975,Good,Low,Small,Rural,High School,0.5006495456110377,Approved
3976,Fair,Medium,Medium,Urban,Master,0.6296552031387951,Approved
3977,Fair,Low,Small,Urban,High School,0.5208509375716004,Approved
3978,Bad,Low,Medium,Urban,Bachelor,0.392141226611395,Disapproved
3979,Fair,Low,Small,Rural,Bachelor,0.5875829881020431,Approved
3980,Good,Low,Large,Rural,Master,0.49886273483088034,Disapproved
3981,Good,High,Medium,Urban,Master,0.6654524548929034,Approved
3982,Fair,Low,Small,Urban,Bachelor,0.6029975127815971,Approved
3983,Fair,Low,Medium,Urban,High School,0.4419394336762119,Disapproved
3984,Good,High,Large,Suburban,Bachelor,0.5181606514276194,Approved
3985,Good,Low,Medium,Suburban,Bachelor,0.7006236940048262,Approved
3986,Bad,Low,Large,Suburban,Bachelor,0.047372519199267465,Disapproved
3987,Fair,Low,Medium,Rural,High School,0.4203305476042463,Disapproved
3988,Fair,Low,Medium,Urban,High School,0.2137848796699091,Disapproved
3989,Good,Low,Medium,Suburban,High School,0.38422824675118206,Disapproved
3990,Bad,Low,Large,Urban,Bachelor,0.246132805522031,Disapproved
3991,Fair,Medium,Medium,Urban,Bachelor,0.33500892356815887,Disapproved
3992,Good,Low,Large,Suburban,Bachelor,0.2309372756074245,Disapproved
3993,Bad,Low,Small,Rural,Bachelor,0.4804962384347313,Disapproved
3994,Fair,High,Large,Suburban,Master,0.29817813903815443,Disapproved
3995,Fair,Medium,Small,Suburban,Bachelor,0.7942760119347243,Approved
3996,Fair,High,Medium,Suburban,Bachelor,0.7198278631766883,Approved
3997,Fair,Medium,Medium,Urban,High School,0.3834030695891108,Disapproved
3998,Fair,Low,Large,Suburban,Bachelor,0.3846420462441961,Disapproved
3999,Bad,Medium,Medium,Suburban,Bachelor,0.13164753234664017,Disapproved
4000,Fair,Low,Medium,Suburban,Bachelor,0.46294780120772383,Disapproved
4001,Good,Low,Medium,Suburban,Master,0.3502609427566851,Disapproved
4002,Good,Medium,Large,Suburban,Master,0.42335602240133297,Disapproved
4003,Bad,Medium,Small,Rural,Master,0.4336862354578297,Disapproved
4004,Bad,Medium,Small,Urban,High School,0.7046769721519438,Approved
4005,Fair,High,Medium,Rural,Bachelor,0.5486479347127571,Approved
4006,Fair,Low,Medium,Rural,Bachelor,0.37556357015096936,Disapproved
4007,Fair,Medium,Medium,Urban,Bachelor,0.4369833226967753,Disapproved
4008,Fair,Medium,Medium,Suburban,Bachelor,0.3522837808123136,Disapproved
4009,Bad,High,Large,Urban,Master,0.1889967202118282,Disapproved
4010,Bad,High,Medium,Urban,Bachelor,0.5177729270496112,Approved
4011,Fair,High,Small,Suburban,High School,0.7610578352921882,Approved
4012,Fair,Low,Large,Rural,High School,0.35156233243842216,Disapproved
4013,Bad,Medium,Medium,Urban,High School,0.3146540763414577,Disapproved
4014,Fair,Low,Small,Rural,High School,0.5147738593401626,Approved
4015,Fair,Low,Large,Suburban,High School,0.35204434196315176,Disapproved
4016,Good,High,Large,Rural,High School,0.5694417135361741,Approved
4017,Good,Low,Small,Rural,Master,0.4772507305565481,Disapproved
4018,Fair,High,Large,Rural,Bachelor,0.604209091249736,Approved
4019,Fair,Low,Large,Suburban,High School,0.1747332344449208,Disapproved
4020,Fair,High,Medium,Rural,Bachelor,0.6379064508027903,Approved
4021,Fair,Low,Medium,Urban,Master,0.2960327246878473,Disapproved
4022,Fair,Low,Small,Urban,Bachelor,0.39195202659851724,Disapproved
4023,Good,Low,Medium,Urban,Master,0.2603700701898074,Disapproved
4024,Fair,Medium,Medium,Suburban,Bachelor,0.5632298091771417,Approved
4025,Good,Low,Medium,Urban,Master,0.11705856907273773,Disapproved
4026,Fair,Medium,Small,Urban,High School,0.8225699685169058,Approved
4027,Bad,Low,Large,Rural,High School,0.2517534255853849,Disapproved
4028,Good,Low,Large,Suburban,Bachelor,0.2590164347974481,Disapproved
4029,Fair,Low,Small,Rural,Master,0.7744065612076817,Approved
4030,Fair,Medium,Small,Urban,Master,0.8840987770303103,Approved
4031,Fair,High,Large,Urban,Bachelor,0.4233533025693391,Disapproved
4032,Bad,High,Large,Urban,High School,0.37397043588454065,Disapproved
4033,Good,Low,Medium,Urban,Bachelor,0.570782647971057,Approved
4034,Bad,Medium,Large,Urban,High School,0.42925253694107995,Disapproved
4035,Good,Medium,Medium,Urban,Bachelor,0.44431434912226897,Disapproved
4036,Good,Low,Large,Urban,High School,0.35306964584836487,Disapproved
4037,Good,Medium,Large,Suburban,Bachelor,0.6532240068824858,Approved
4038,Fair,Medium,Medium,Urban,Master,0.6374005170359097,Approved
4039,Fair,Low,Small,Urban,High School,0.5419228346974448,Approved
4040,Good,Low,Medium,Suburban,Bachelor,0.7512685321469351,Approved
4041,Fair,Low,Medium,Suburban,High School,0.42443705130977133,Disapproved
4042,Fair,Medium,Small,Rural,High School,0.6813849078475508,Approved
4043,Fair,Low,Medium,Urban,Bachelor,0.49954447632479626,Disapproved
4044,Fair,Low,Medium,Rural,High School,0.378282190941291,Disapproved
4045,Fair,Low,Medium,Rural,Master,0.39550087983259424,Disapproved
4046,Fair,Low,Large,Suburban,Bachelor,0.16460061124555286,Disapproved
4047,Fair,Low,Medium,Urban,High School,0.8113470135570414,Approved
4048,Good,High,Medium,Urban,Bachelor,0.7040227561607061,Approved
4049,Fair,Low,Large,Suburban,High School,0.3466245985699767,Disapproved
4050,Good,Medium,Large,Suburban,High School,0.7823456617770844,Approved
4051,Fair,Low,Medium,Rural,High School,0.20848283928247077,Disapproved
4052,Good,Medium,Medium,Suburban,High School,0.7474491086024408,Approved
4053,Fair,Medium,Large,Rural,Master,0.35314905446755257,Disapproved
4054,Good,Low,Large,Rural,Master,0.6715268540845285,Approved
4055,Bad,High,Small,Rural,Bachelor,0.48220285511995364,Disapproved
4056,Good,Medium,Medium,Urban,Bachelor,0.5484901611279716,Approved
4057,Bad,High,Large,Urban,Bachelor,0.3065646564878642,Disapproved
4058,Good,Medium,Medium,Suburban,High School,0.5899020219467977,Approved
4059,Good,High,Large,Suburban,Bachelor,0.5554315497949822,Approved
4060,Fair,Medium,Small,Urban,Bachelor,0.8819148071207232,Approved
4061,Fair,High,Small,Suburban,High School,0.7788017071651473,Approved
4062,Good,Medium,Medium,Suburban,Bachelor,0.5432394941596864,Approved
4063,Fair,Medium,Small,Urban,Master,0.6061498216691056,Approved
4064,Good,Medium,Large,Suburban,Master,0.5737596950346816,Approved
4065,Bad,High,Small,Rural,High School,0.6776395708229906,Approved
4066,Bad,High,Large,Suburban,High School,0.23854826193755393,Disapproved
4067,Good,Low,Medium,Suburban,High School,0.29582616299283493,Disapproved
4068,Fair,Medium,Small,Urban,Master,0.6576580613010219,Approved
4069,Good,Low,Medium,Suburban,Master,0.5362776619894856,Approved
4070,Fair,Medium,Small,Rural,Master,0.5655908470985699,Approved
4071,Fair,Low,Large,Urban,Bachelor,0.43184082451753725,Disapproved
4072,Fair,Low,Medium,Urban,Bachelor,0.4795598067044738,Disapproved
4073,Fair,High,Large,Suburban,High School,0.48938604780593564,Disapproved
4074,Fair,Low,Medium,Rural,Master,0.3334413178665515,Disapproved
4075,Fair,Medium,Large,Urban,Master,0.6251626951598767,Approved
4076,Fair,Medium,Large,Urban,Bachelor,0.20191608723673235,Disapproved
4077,Fair,Low,Large,Urban,Bachelor,0.1923940020064016,Disapproved
4078,Good,Low,Small,Urban,Master,0.6349967150557067,Approved
4079,Fair,Medium,Large,Suburban,High School,0.3952977571824436,Disapproved
4080,Fair,Low,Small,Rural,Master,0.6519634675667721,Approved
4081,Fair,High,Large,Urban,Bachelor,0.2682623637867446,Disapproved
4082,Fair,High,Large,Suburban,Bachelor,0.3594743719181918,Disapproved
4083,Good,Low,Medium,Rural,Bachelor,0.6197317374487423,Approved
4084,Fair,Low,Small,Urban,Bachelor,0.4406868600840905,Disapproved
4085,Bad,Medium,Large,Suburban,High School,0.17713500936624949,Disapproved
4086,Bad,Medium,Large,Suburban,Master,0.23853740143071095,Disapproved
4087,Fair,Low,Small,Urban,Master,0.39079708859238627,Disapproved
4088,Good,Low,Medium,Urban,Bachelor,0.5932357163279213,Approved
4089,Bad,Medium,Small,Suburban,Bachelor,0.6065514925986237,Approved
4090,Good,High,Large,Urban,Bachelor,0.6335960748759778,Approved
4091,Fair,Low,Medium,Urban,Bachelor,0.6162995467244724,Approved
4092,Fair,Medium,Large,Rural,Master,0.4634238007447075,Disapproved
4093,Good,High,Medium,Suburban,High School,0.7593275191420293,Approved
4094,Fair,Medium,Small,Rural,High School,0.6167923260643582,Approved
4095,Fair,Medium,Small,Urban,Master,0.8619907623117359,Approved
4096,Bad,Medium,Medium,Rural,High School,0.25877146117264527,Disapproved
4097,Bad,High,Small,Suburban,Master,0.5853665051988575,Approved
4098,Fair,Medium,Large,Rural,High School,0.29152011871047634,Disapproved
4099,Bad,High,Large,Urban,Master,0.37195930805965083,Disapproved
4100,Fair,Medium,Medium,Urban,Master,0.8184156416480675,Approved
4101,Fair,Medium,Medium,Suburban,Master,0.5483166768544797,Approved
4102,Fair,Low,Large,Suburban,Master,0.21072757511992843,Disapproved
4103,Bad,Low,Medium,Rural,High School,0.27151141043690835,Disapproved
4104,Fair,Medium,Medium,Urban,Bachelor,0.3047695417315423,Disapproved
4105,Fair,Low,Small,Rural,Bachelor,0.518341583873341,Approved
4106,Good,Medium,Small,Rural,Master,0.9207055442964089,Approved
4107,Bad,Low,Medium,Suburban,High School,0.33674475735406934,Disapproved
4108,Good,High,Large,Urban,Master,0.7902730434529539,Approved
4109,Fair,Low,Medium,Rural,High School,0.5510122851978901,Approved
4110,Fair,High,Small,Suburban,Master,0.6710179292392073,Approved
4111,Fair,Medium,Large,Rural,Bachelor,0.6521269717009452,Approved
4112,Bad,Low,Medium,Rural,Bachelor,0.09362434738588463,Disapproved
4113,Bad,Medium,Small,Urban,Bachelor,0.5621581352560939,Approved
4114,Fair,Low,Large,Suburban,High School,0.07904536515800982,Disapproved
4115,Fair,Low,Large,Urban,Bachelor,0.09716001320203976,Disapproved
4116,Good,Low,Large,Rural,Bachelor,0.5384144440178207,Approved
4117,Fair,Low,Medium,Urban,Bachelor,0.2872871466166942,Disapproved
4118,Bad,High,Small,Urban,Master,0.7917757044267163,Approved
4119,Good,Low,Medium,Rural,Bachelor,0.2272200525220277,Disapproved
4120,Fair,Medium,Medium,Urban,Bachelor,0.49374001036141113,Disapproved
4121,Fair,Low,Medium,Suburban,Master,0.22248749780418647,Disapproved
4122,Fair,Medium,Medium,Urban,Master,0.4546751813200319,Disapproved
4123,Good,Low,Medium,Suburban,High School,0.7698209248294218,Approved
4124,Good,Medium,Large,Suburban,Master,0.7690624328049384,Approved
4125,Fair,Medium,Medium,Urban,Master,0.590919683716629,Approved
4126,Fair,Medium,Medium,Rural,Master,0.26723220643069556,Disapproved
4127,Good,Low,Large,Urban,Master,0.22353518172958878,Disapproved
4128,Fair,Medium,Medium,Urban,Bachelor,0.5342711787034302,Approved
4129,Bad,Low,Small,Urban,High School,0.2722120827818186,Disapproved
4130,Fair,Low,Medium,Suburban,Bachelor,0.49316548506689073,Disapproved
4131,Fair,Medium,Small,Urban,Bachelor,0.8557539063364102,Approved
4132,Fair,Medium,Large,Urban,High School,0.2206033476742892,Disapproved
4133,Fair,Medium,Small,Rural,High School,0.5253039553368984,Approved
4134,Fair,Medium,Large,Urban,Bachelor,0.1991974234198577,Disapproved
4135,Bad,Low,Large,Urban,Bachelor,0.12682001970924164,Disapproved
4136,Good,Low,Medium,Urban,High School,0.5572862291468419,Approved
4137,Fair,Low,Medium,Urban,Bachelor,0.39103143315491523,Disapproved
4138,Fair,Medium,Small,Urban,Master,0.7811155240787077,Approved
4139,Fair,Medium,Medium,Urban,High School,0.5718546805923235,Approved
4140,Fair,Low,Medium,Urban,Master,0.3786172845666126,Disapproved
4141,Bad,Medium,Small,Urban,Bachelor,0.5148675460442524,Approved
4142,Bad,Medium,Medium,Urban,High School,0.36250594007084924,Disapproved
4143,Good,Medium,Large,Suburban,High School,0.4987530545022221,Disapproved
4144,Good,Medium,Large,Suburban,Bachelor,0.3990389253930062,Disapproved
4145,Fair,Medium,Medium,Urban,High School,0.32017168694968406,Disapproved
4146,Bad,Medium,Small,Rural,Master,0.5313809424698618,Approved
4147,Fair,Low,Large,Rural,Master,0.19211973136201893,Disapproved
4148,Good,Low,Large,Rural,Master,0.4715012340416979,Disapproved
4149,Good,Low,Large,Urban,Bachelor,0.39889755796801757,Disapproved
4150,Bad,Medium,Medium,Suburban,Bachelor,0.35191943179938917,Disapproved
4151,Bad,High,Large,Urban,High School,0.4648940821762586,Disapproved
4152,Good,Medium,Large,Rural,Bachelor,0.29222273539531196,Disapproved
4153,Fair,Low,Medium,Urban,Bachelor,0.6678453244278888,Approved
4154,Fair,Medium,Small,Urban,Bachelor,0.32274894672184373,Disapproved
4155,Bad,High,Medium,Urban,Master,0.6936049549365839,Approved
4156,Fair,High,Medium,Suburban,Bachelor,0.6578605523058715,Approved
4157,Good,Medium,Large,Suburban,Master,0.42323737575113957,Disapproved
4158,Good,High,Small,Urban,Bachelor,0.7042644699131263,Approved
4159,Fair,Low,Medium,Urban,Bachelor,0.2997241237853138,Disapproved
4160,Fair,Low,Small,Rural,Master,0.5222713116488817,Approved
4161,Bad,Low,Small,Rural,High School,0.4182967482238806,Disapproved
4162,Fair,Medium,Small,Suburban,Bachelor,0.8361738373869786,Approved
4163,Fair,Low,Large,Suburban,Bachelor,0.25688075192947324,Disapproved
4164,Fair,Medium,Medium,Urban,High School,0.56009241893698,Approved
4165,Fair,Medium,Large,Urban,Bachelor,0.40331106848791376,Disapproved
4166,Fair,Low,Small,Urban,Bachelor,0.49553106752703113,Disapproved
4167,Bad,High,Small,Urban,High School,0.5979835469201694,Approved
4168,Fair,Low,Small,Suburban,Master,0.5315062358348094,Approved
4169,Bad,Low,Medium,Urban,Bachelor,0.3315809155143284,Disapproved
4170,Bad,Medium,Medium,Urban,Bachelor,0.22853453581359798,Disapproved
4171,Good,Low,Medium,Urban,Bachelor,0.46634839253021976,Disapproved
4172,Fair,Medium,Medium,Urban,Master,0.5659870771207842,Approved
4173,Fair,High,Medium,Suburban,High School,0.4550052002402832,Disapproved
4174,Good,High,Medium,Urban,Bachelor,0.777291207738974,Approved
4175,Good,High,Small,Urban,Bachelor,0.8134294049386503,Approved
4176,Fair,Low,Medium,Suburban,Master,0.46827715437047013,Disapproved
4177,Good,Medium,Small,Urban,Bachelor,0.9034598079269683,Approved
4178,Fair,Low,Small,Urban,High School,0.46016921507268316,Disapproved
4179,Fair,Low,Medium,Suburban,Bachelor,0.5094475413502175,Approved
4180,Fair,Low,Medium,Urban,Bachelor,0.4192005016382322,Disapproved
4181,Fair,Low,Medium,Suburban,High School,0.33009522984404366,Disapproved
4182,Fair,High,Medium,Suburban,Master,0.628768078573403,Approved
4183,Fair,Low,Large,Urban,High School,0.4347559437265685,Disapproved
4184,Bad,Medium,Medium,Urban,High School,0.32463048025688235,Disapproved
4185,Fair,Medium,Small,Rural,High School,0.8235935673133773,Approved
4186,Bad,Medium,Large,Urban,Bachelor,0.20557219863184403,Disapproved
4187,Fair,High,Medium,Rural,Bachelor,0.4013415335592327,Disapproved
4188,Fair,Low,Small,Urban,High School,0.5250305329592798,Approved
4189,Good,Medium,Medium,Suburban,Master,0.4286251423745446,Disapproved
4190,Good,Medium,Medium,Suburban,High School,0.6173652943288679,Approved
4191,Good,Low,Small,Rural,Bachelor,0.6494394011769452,Approved
4192,Fair,Medium,Medium,Urban,High School,0.7719557649868178,Approved
4193,Good,High,Large,Urban,Master,0.8283121939788759,Approved
4194,Fair,Low,Small,Urban,Master,0.562624336855328,Approved
4195,Bad,Low,Medium,Rural,Master,0.42091140116965575,Disapproved
4196,Bad,Low,Medium,Urban,High School,0.20262536781850451,Disapproved
4197,Fair,Medium,Medium,Rural,Bachelor,0.28917490063150936,Disapproved
4198,Fair,Medium,Large,Urban,Bachelor,0.4315278580976105,Disapproved
4199,Fair,Medium,Small,Urban,Bachelor,0.7154310619256751,Approved
4200,Good,Medium,Small,Urban,Bachelor,0.6740772842021339,Approved
4201,Bad,High,Large,Suburban,Master,0.20309428270453983,Disapproved
4202,Bad,Medium,Small,Rural,High School,0.656201863005367,Approved
4203,Good,High,Small,Urban,Bachelor,0.6746509123793621,Approved
4204,Bad,High,Medium,Rural,Bachelor,0.5582453549602364,Approved
4205,Fair,Medium,Medium,Urban,Bachelor,0.45695061441944335,Disapproved
4206,Fair,Medium,Large,Suburban,High School,0.4366197368806149,Disapproved
4207,Fair,High,Medium,Suburban,High School,0.7627987308030812,Approved
4208,Bad,High,Large,Urban,Bachelor,0.20510782670465497,Disapproved
4209,Bad,Low,Medium,Urban,Master,0.13530319448642447,Disapproved
4210,Bad,Low,Medium,Urban,Master,0.4619403735172957,Disapproved
4211,Fair,High,Small,Urban,High School,0.7573808743443462,Approved
4212,Fair,Low,Small,Rural,High School,0.6011125889386245,Approved
4213,Fair,High,Large,Rural,Bachelor,0.6140401211050279,Approved
4214,Fair,Low,Small,Suburban,Bachelor,0.3936988677397193,Disapproved
4215,Good,Low,Medium,Suburban,Master,0.6867853409441094,Approved
4216,Bad,Low,Medium,Urban,Bachelor,0.33356682114778263,Disapproved
4217,Fair,Low,Large,Urban,Bachelor,0.46254698003624034,Disapproved
4218,Fair,Low,Small,Rural,Bachelor,0.7585514086253193,Approved
4219,Fair,Medium,Small,Suburban,High School,0.6742158917957208,Approved
4220,Fair,Medium,Small,Suburban,Bachelor,0.7645374237706575,Approved
4221,Fair,High,Small,Suburban,Bachelor,0.7693811546399367,Approved
4222,Good,Medium,Medium,Urban,Master,0.6858407747601578,Approved
4223,Good,Medium,Small,Urban,High School,0.6460505212078239,Approved
4224,Fair,Medium,Medium,Suburban,Bachelor,0.4715664830244907,Disapproved
4225,Good,Medium,Large,Urban,Master,0.2424250778111657,Disapproved
4226,Fair,Medium,Medium,Rural,Bachelor,0.4857473695552901,Disapproved
4227,Fair,Low,Medium,Urban,Master,0.5999053442816079,Approved
4228,Fair,Low,Large,Urban,Bachelor,0.3538605248799536,Disapproved
4229,Bad,Low,Large,Urban,Master,0.15577582136802526,Disapproved
4230,Good,Low,Large,Suburban,Bachelor,0.35685669943565645,Disapproved
4231,Fair,Medium,Medium,Suburban,High School,0.42064455291417635,Disapproved
4232,Fair,Low,Large,Urban,Master,0.15315218083239276,Disapproved
4233,Good,High,Large,Urban,Master,0.7421727428619389,Approved
4234,Bad,High,Medium,Suburban,Bachelor,0.24359424206026453,Disapproved
4235,Fair,High,Small,Urban,Bachelor,0.5394572798503723,Approved
4236,Bad,High,Small,Urban,Master,0.7527358616673605,Approved
4237,Good,Low,Medium,Urban,High School,0.5821966847218835,Approved
4238,Good,Medium,Small,Urban,Bachelor,0.7971019378339722,Approved
4239,Fair,Low,Medium,Suburban,High School,0.4202276783528465,Disapproved
4240,Fair,High,Medium,Urban,High School,0.8624071911397377,Approved
4241,Fair,High,Medium,Urban,Bachelor,0.6362683830472055,Approved
4242,Good,High,Medium,Urban,Master,0.7969397741059565,Approved
4243,Fair,Medium,Large,Urban,Master,0.6734438381308008,Approved
4244,Fair,Medium,Medium,Rural,Master,0.49780813864832635,Disapproved
4245,Good,Low,Medium,Urban,High School,0.7897693097251117,Approved
4246,Fair,Low,Medium,Suburban,Bachelor,0.1378571324450104,Disapproved
4247,Bad,Medium,Small,Urban,High School,0.3260553927084311,Disapproved
4248,Fair,Medium,Medium,Rural,High School,0.4004717436008014,Disapproved
4249,Good,High,Small,Rural,High School,0.9011668815364754,Approved
4250,Fair,Low,Medium,Urban,High School,0.6685318829714197,Approved
4251,Bad,High,Small,Rural,Bachelor,0.5341291116159251,Approved
4252,Fair,Medium,Medium,Urban,High School,0.66187926235466,Approved
4253,Fair,High,Small,Urban,Bachelor,0.9331987633449442,Approved
4254,Bad,High,Small,Urban,Master,0.824129353086613,Approved
4255,Fair,High,Medium,Urban,Master,0.5643478906343494,Approved
4256,Good,Low,Medium,Urban,Master,0.6820739950882672,Approved
4257,Fair,High,Large,Urban,Master,0.5227738017034687,Approved
4258,Fair,Low,Small,Urban,Bachelor,0.4416039353397552,Disapproved
4259,Fair,Low,Large,Suburban,Master,0.3034083909458353,Disapproved
4260,Bad,Medium,Medium,Urban,Master,0.28296370821420713,Disapproved
4261,Good,High,Medium,Urban,High School,0.7784990069515242,Approved
4262,Fair,Medium,Medium,Urban,Master,0.2957763673066578,Disapproved
4263,Fair,High,Medium,Urban,Bachelor,0.3477828797047175,Disapproved
4264,Fair,Medium,Small,Urban,High School,0.6221634733483868,Approved
4265,Fair,Low,Medium,Urban,Bachelor,0.43799832341506306,Disapproved
4266,Fair,High,Small,Suburban,Bachelor,0.6080431290097786,Approved
4267,Bad,Low,Medium,Urban,Bachelor,0.31724549892425,Disapproved
4268,Good,High,Large,Rural,High School,0.6342573130086054,Approved
4269,Good,Low,Large,Urban,Bachelor,0.49190510869971055,Disapproved
4270,Fair,Medium,Small,Urban,Bachelor,0.7864231277667165,Approved
4271,Good,Medium,Large,Urban,Master,0.713057500880794,Approved
4272,Bad,Low,Medium,Rural,Master,0.32823374855419896,Disapproved
4273,Fair,Low,Large,Suburban,Master,0.21365460337135253,Disapproved
4274,Fair,Low,Medium,Urban,High School,0.4173347530458088,Disapproved
4275,Fair,Low,Small,Urban,Bachelor,0.8477777084030942,Approved
4276,Fair,Low,Medium,Urban,Bachelor,0.5465030939538217,Approved
4277,Fair,Medium,Large,Urban,Bachelor,0.3603991551367608,Disapproved
4278,Bad,Medium,Large,Suburban,High School,0.2023309786006415,Disapproved
4279,Fair,Medium,Medium,Suburban,Bachelor,0.41145438825822644,Disapproved
4280,Bad,High,Large,Urban,Bachelor,0.17378803175353894,Disapproved
4281,Good,Medium,Medium,Urban,Bachelor,0.858329578252828,Approved
4282,Fair,Medium,Medium,Suburban,High School,0.5854729639199722,Approved
4283,Bad,Medium,Large,Suburban,Bachelor,0.10888464273533989,Disapproved
4284,Fair,Medium,Medium,Rural,Master,0.48772849333914026,Disapproved
4285,Fair,Medium,Medium,Urban,Bachelor,0.7031920951460222,Approved
