,Income,DebtRatio,CreditScore,EducationLevel,EmploymentType,Age,NumDependents,MaritalStatus,Region,LoanApproved
9357,71213.19188679689,0.23320270878663965,8435.11218565776,High,Salaried,45.62739368235991,3,Single,South,1
9358,54074.297217456486,0.4018508772842138,8508.942736181645,High,Salaried,21.547544105324846,0,Married,East,1
9359,64635.702525360524,0.6643367724835817,8517.420360896433,Medium,Self-Employed,35.25378965929575,2,Married,South,1
9360,81359.3076831175,0.44280054089337034,8641.82060055507,Low,Salaried,34.95724493616381,2,Divorced,East,0
9361,81206.54472436888,0.3544326710223684,8484.107063061541,Low,Unemployed,46.06203576906824,2,Single,West,0
9362,59562.40951160159,0.10407695643948561,8464.436597545438,High,Unemployed,30.06691539750729,0,Divorced,East,1
9363,62089.7944609434,0.18004817366444686,8517.546680467532,Low,Unemployed,60.10598157342256,2,Married,West,0
9364,76663.6671710165,0.44719833105879253,8453.761870651528,Low,Unemployed,72.25312119312865,0,Divorced,West,0
9365,37487.96977106738,0.39629502439224296,8520.47884446571,Low,Unemployed,44.33217830751391,2,Single,South,0
9366,55153.863859844634,0.3182975053880988,8497.325577269776,Medium,Salaried,52.439862993159316,0,Divorced,North,1
9367,80033.55683305135,0.6539295312364704,8462.309117279083,High,Salaried,44.963492832580705,5,Married,West,1
9368,74628.00812527149,0.2994895224555645,8524.719196691061,Low,Unemployed,34.59534281907439,0,Married,West,0
9369,65538.95666474856,0.42229045386646397,8505.416068467704,Low,Self-Employed,30.623249698217496,5,Married,North,1
9370,37412.51392004069,0.44122804571447805,8538.016021952162,Medium,Salaried,43.42767009685323,2,Married,East,1
9371,59251.34650438257,0.41648103403835357,8582.622668691974,Medium,Salaried,33.252772285244816,5,Single,North,1
9372,51151.269056251,0.3865512349240596,8474.917846058093,Low,Unemployed,50.134142771651824,0,Married,East,0
9373,64965.5835422582,0.30223824160714485,8479.424597812658,High,Salaried,33.56852240803398,5,Single,South,1
9374,47859.799728076796,0.6452581798237716,8432.717629020439,Medium,Self-Employed,42.20507338024667,1,Single,North,1
9375,44614.14907538089,0.37048195705548687,8526.051513729872,Low,Unemployed,31.42666320369608,5,Divorced,East,0
9376,29027.020834745377,0.4170693204076454,8467.762422626976,Low,Unemployed,30.745244872615846,0,Divorced,East,0
9377,78327.07027465053,0.49388679029814536,8517.276399158338,Low,Salaried,54.44204200387179,0,Married,East,0
9378,54003.44232835414,0.14059362545892082,8558.273661028332,High,Self-Employed,35.386752712294346,3,Married,East,1
9379,62357.186755538016,0.5687728848779471,8465.780078281308,Low,Unemployed,35.941040683692904,1,Single,East,0
9380,59966.42825288729,0.4075043860516213,8476.285859664953,Low,Salaried,33.534434646453406,3,Divorced,East,0
9381,43988.4910055925,0.4943061615069801,8550.725633285994,Low,Salaried,34.9751608345623,4,Divorced,South,0
9382,41114.0263282771,0.5632072392482148,8535.371141667614,Medium,Salaried,38.928536763677016,5,Single,East,0
9383,44920.27311004147,0.6244596344585287,8530.074178965744,Low,Self-Employed,19.758156888939432,1,Married,South,1
9384,49152.47341755911,0.3353322501717586,8480.430656707338,Medium,Self-Employed,48.131064630017605,3,Single,South,1
9385,65499.09370520707,0.5868579356093531,8428.196518461484,Low,Unemployed,43.94493611648965,4,Divorced,North,0
9386,48064.23504719083,0.25530213733954105,8464.408306078269,High,Self-Employed,48.7708480970173,0,Married,South,1
9387,86197.35947391932,0.4962013905744198,8449.52597425565,Medium,Self-Employed,52.950626834947094,3,Married,West,1
9388,75407.26553839726,0.16162438040778365,8529.07731570269,Low,Self-Employed,41.459429588099816,1,Married,West,1
9389,72125.39324498562,0.11201828045444513,8514.22607683102,Low,Unemployed,41.03777839224362,2,Single,South,0
9390,58205.11646290275,0.15745787566758382,8470.069153757711,Low,Self-Employed,45.96863662279143,3,Divorced,East,1
9391,82714.21103580725,0.2916294919374855,8478.606223590225,Medium,Salaried,26.83759443938102,2,Married,East,1
9392,56729.91553318314,0.11865676829479857,8523.78248294544,Medium,Self-Employed,36.41821830330475,4,Divorced,East,1
9393,59531.07878768631,0.4782947633123575,8484.033443324708,High,Unemployed,49.78928072616975,1,Married,West,0
9394,62549.61809623904,0.2899267230293589,8470.942664571145,Low,Unemployed,48.63731127478314,0,Married,South,0
9395,70527.34560815016,0.5418256406285787,8598.929556449708,Low,Unemployed,61.99037811120343,5,Divorced,East,0
9396,69553.62118504477,0.12754908176176338,8472.518790266728,Medium,Unemployed,39.236534141842746,0,Single,North,0
9397,52873.12082333095,0.2300209399284989,8533.431983965978,Medium,Self-Employed,52.16669298601879,4,Single,West,1
9398,52005.094208610695,0.34480205519781915,8519.62878384442,Medium,Salaried,39.41013712828528,5,Divorced,North,1
9399,69598.54435728127,0.32959093737642775,8423.837203424742,Low,Unemployed,28.995139101749608,5,Divorced,East,0
9400,70728.54875836849,0.1785992037018043,8466.050305826524,High,Self-Employed,41.767436496837284,3,Divorced,South,1
9401,54099.73312765691,0.6964820881489943,8540.956085337235,Low,Salaried,37.80718711254982,3,Single,West,0
9402,36192.17895482319,0.27066374850030156,8493.425860703916,Low,Self-Employed,35.78844980998109,5,Married,West,0
9403,56890.25855987633,0.5326192507908778,8426.75302104865,Low,Self-Employed,29.256459735838394,2,Married,East,1
9404,69352.88698238788,0.23201601832703092,8519.724409772787,Low,Self-Employed,37.413459210382385,2,Single,East,1
9405,87081.25269629671,0.6267107264356504,8470.884767741327,High,Unemployed,31.606319188300148,2,Divorced,West,1
9406,42030.63056489007,0.3326549860898155,8521.794608773918,Low,Self-Employed,59.84385488616684,2,Married,East,1
9407,53601.4312075414,0.6405414933934627,8634.388732875272,Low,Salaried,49.07072968977136,0,Divorced,North,0
9408,54158.94657711935,0.30510095178038266,8519.121953498652,Low,Unemployed,28.315013228330827,5,Divorced,East,0
9409,80337.08009147253,0.10518629289814807,8530.608650813361,Low,Salaried,34.03136202095644,5,Single,West,0
9410,59475.87749312051,0.41021225864707683,8487.300273547311,High,Unemployed,36.050247161922584,1,Divorced,South,1
9411,46390.101609416015,0.41487276169065784,8444.020617115622,High,Salaried,37.91671201922835,1,Single,South,1
9412,68380.42924382728,0.17190050967318135,8551.196245992955,Low,Unemployed,31.62359725679426,0,Divorced,West,0
9413,53930.42219938581,0.24097814405157544,8469.708035701186,Low,Unemployed,38.89354318073847,2,Divorced,South,0
9414,41634.19089963068,0.5700973545888096,8488.540914952755,High,Salaried,50.15072057104571,1,Single,West,1
9415,46608.40039085774,0.12205349477719554,8589.67377678203,Medium,Salaried,36.31064021470142,3,Single,South,1
9416,86010.62931633928,0.3937160120120084,8483.1146120651,Medium,Unemployed,28.08039517974841,0,Single,South,0
9417,65763.13832474193,0.41824487404813765,8560.766406590394,Medium,Unemployed,19.829091518278492,3,Married,South,0
9418,61616.400831788145,0.5132272364056744,8519.373905896271,Medium,Salaried,20.402619437392087,1,Single,North,1
9419,56251.59396281931,0.12247376044008113,8472.345448030674,Low,Salaried,42.845872984630425,4,Married,East,0
9420,64382.23263178198,0.45138779625427833,8517.07036567132,Medium,Self-Employed,41.265590536568176,5,Married,West,1
9421,64203.53919003741,0.10185882194690993,8464.178932532795,Medium,Unemployed,37.97837235169211,3,Single,West,0
9422,64382.53242310989,0.2591070203735144,8545.236255462038,High,Salaried,34.18021125014566,1,Married,West,1
9423,61722.676354166295,0.39981055318988873,8562.354691416953,Low,Unemployed,35.75267258908244,3,Married,West,0
9424,73031.97507458324,0.6467688024553703,8502.450356445941,Low,Salaried,42.591895902818166,1,Divorced,East,0
9425,60346.565190010966,0.17595388960332126,8567.123821338464,Low,Self-Employed,34.06759178584435,0,Married,South,1
9426,45330.917466710416,0.20157347740196505,8508.003687367705,Medium,Unemployed,40.48914772542943,5,Married,North,0
9427,50813.65663648698,0.5015500386302966,8545.725654901706,Medium,Salaried,37.47189938852862,0,Divorced,North,0
9428,30314.719597654315,0.32491701629343933,8647.55982989723,Low,Salaried,40.98443550254674,2,Married,West,0
9429,90402.25674063589,0.47405284115372304,8623.755787289929,Medium,Unemployed,18.18270418345307,2,Divorced,East,0
9430,72941.3188792903,0.6984725002805603,8490.872391866526,Medium,Salaried,48.097032183374516,5,Married,East,1
9431,47548.942573061446,0.6921229968093124,8514.6752509721,Low,Unemployed,42.780357992201175,1,Married,North,0
9432,55772.3272590435,0.31222814769665286,8447.302201063023,Low,Unemployed,35.254758868484586,3,Single,East,0
9433,50446.8528869035,0.40235521229489957,8539.93228043937,High,Self-Employed,36.83824830174836,2,Married,North,1
9434,83138.20817061176,0.642814095177636,8519.460837848439,Medium,Salaried,45.271487834851165,2,Married,South,1
9435,38701.84253593607,0.15530059744513455,8461.299057361255,Medium,Self-Employed,38.70913116751928,0,Divorced,North,1
9436,61717.14088228169,0.3713823423021082,8559.342424579656,High,Unemployed,46.05298701884968,5,Single,South,1
9437,58372.08236152728,0.32654640898987536,8486.719519519656,Low,Unemployed,41.131986985906494,0,Married,West,0
9438,72402.57946063671,0.2769296635965984,8473.954600486704,Low,Unemployed,49.30444784730897,4,Single,South,0
9439,58439.861584129576,0.6965225271534089,8519.974815528383,Low,Unemployed,30.342603249034344,0,Single,North,0
9440,33626.86685016847,0.5401295763834267,8476.746364823699,Low,Salaried,41.265740813239276,4,Divorced,West,0
9441,56233.23248036339,0.3332481954357532,8498.416023651895,High,Salaried,22.19074127053036,2,Divorced,East,1
9442,45417.56673085012,0.5974131349992515,8587.312535636596,Low,Unemployed,30.34927172314571,3,Divorced,North,0
9443,61193.69319834841,0.39379966042723413,8469.26576221414,Low,Unemployed,26.45955096127467,5,Divorced,East,0
9444,81512.6555478049,0.6236946474207152,8533.77047413354,Low,Self-Employed,38.415318966928155,0,Divorced,East,1
9445,33908.621336515826,0.25982790737834704,8470.825041898515,High,Unemployed,36.632201608969346,5,Married,North,1
9446,47996.658969001444,0.23416013643223926,8451.340424651755,Medium,Unemployed,33.88990186820446,2,Single,East,0
9447,51709.60569324755,0.24837200874846854,8495.92254438892,Medium,Unemployed,26.63841582901441,0,Married,South,0
9448,54275.53356880183,0.42308834567503145,8634.221339124786,Low,Self-Employed,23.320308866984917,2,Divorced,West,1
9449,71101.88496157866,0.2747880346930808,8539.081286358994,Low,Self-Employed,28.626739686848925,4,Single,West,1
9450,57396.83373657919,0.18827181048783045,8523.102631744967,High,Unemployed,48.71202749502717,1,Married,East,1
9451,66237.04088580668,0.6967767511034392,8473.772399185742,Medium,Self-Employed,40.286892191230045,1,Single,West,1
9452,50613.40434402336,0.640259936464846,8480.770852477986,Low,Unemployed,30.723505065777726,4,Divorced,East,0
9453,63448.865181269066,0.4810074624958478,8425.826138674529,Medium,Unemployed,39.02463314332512,1,Divorced,South,0
9454,71666.96446316573,0.6349257243543676,8589.751799189331,Low,Self-Employed,42.58378412458297,3,Single,North,1
9455,49015.50675394367,0.6612776425046912,8513.445543560028,Low,Unemployed,41.03078546232297,5,Divorced,South,0
9456,71720.37179709772,0.5056649751195014,8509.097459484157,Medium,Salaried,34.57353546508298,3,Married,South,1
9457,60785.59153091353,0.4112078672147849,8510.19237665619,Low,Unemployed,34.60725178499366,4,Single,South,0
9458,75681.90360723379,0.6292010753288063,8604.50747325815,High,Salaried,35.30132434507087,3,Married,West,1
9459,56978.701498845396,0.4406781981477457,8514.975025471806,Medium,Unemployed,52.08669228161755,4,Divorced,West,0
9460,65718.66982743148,0.1760803257123244,8490.373357897735,High,Salaried,45.92469680742305,4,Married,North,1
9461,59390.90652482205,0.3201136002745035,8589.9555769746,Low,Self-Employed,52.896582979331086,1,Divorced,West,1
9462,58556.816069391316,0.36755257104122624,8493.5172444825,Medium,Self-Employed,41.165763363246484,2,Married,West,1
9463,63883.956423385345,0.6612214096813573,8415.420794813126,Medium,Self-Employed,30.124526379213687,5,Divorced,North,1
9464,68052.11203837355,0.49551128338349343,8423.64967730463,Medium,Unemployed,52.94784788097954,3,Divorced,North,0
9465,41256.52632113992,0.6251665376775344,8490.414509568584,Medium,Unemployed,36.702326611129635,3,Divorced,West,0
9466,81504.50413226816,0.5545550205039617,8514.581935402488,Medium,Unemployed,28.860278416709228,2,Single,West,0
9467,32105.054391753023,0.2859165319136098,8541.09727719562,Low,Unemployed,30.333206849430915,4,Divorced,North,0
9468,49727.81835391656,0.5312253958385099,8454.084888451542,High,Unemployed,46.89507670995687,4,Married,East,1
9469,58585.96393852649,0.21717984155432477,8488.737065892321,Low,Self-Employed,41.377632623114344,5,Single,North,1
9470,66185.33953628922,0.3448874870304806,8459.517497490251,High,Self-Employed,32.7322841603033,1,Single,South,1
9471,83642.58791612068,0.5836551142935592,8555.685702874931,High,Salaried,32.65589605831147,1,Married,North,1
9472,32125.62767662339,0.46715749714913696,8564.120980134167,Medium,Self-Employed,67.0108502267667,2,Single,West,1
9473,52384.588074154344,0.595247503571569,8597.913105947426,High,Salaried,44.48289269995423,1,Married,North,1
9474,28097.497683011017,0.2528221494100308,8517.576750713622,Medium,Self-Employed,38.17529777207194,4,Single,West,1
9475,60474.329608653716,0.549849299456377,8593.26479963152,High,Salaried,44.50562166076182,0,Single,South,1
9476,64075.25376750046,0.22139461686510192,8465.354874095072,Low,Unemployed,20.96378147093006,2,Married,East,0
9477,83861.9361325688,0.4271825034388043,8510.797091236687,Low,Unemployed,30.380317568479743,0,Married,North,0
9478,61809.52141340181,0.3601207566726588,8446.959042773206,Medium,Self-Employed,31.86843275164191,5,Single,North,1
9479,75660.3769416357,0.4338855146624842,8528.666703737314,Low,Unemployed,53.1767761284759,3,Married,West,0
9480,68757.55622308588,0.1813200544169635,8514.237180262275,Medium,Salaried,20.19928787222867,0,Single,South,1
9481,53471.27704492248,0.31673672530780705,8377.307661198445,Low,Unemployed,30.538079756214703,5,Single,East,0
9482,38865.58879811941,0.5001422985197042,8555.480352844239,High,Salaried,40.40990023848533,3,Divorced,West,1
9483,64125.034474377164,0.4351184764486164,8542.767501230379,Medium,Salaried,35.39172072166685,5,Divorced,East,1
9484,37618.46974281954,0.4293818553470918,8472.217916840755,Low,Self-Employed,30.18540087344619,5,Married,West,1
9485,79428.10609004466,0.40649806727875265,8514.060892890819,Low,Salaried,37.19825765455037,2,Married,East,0
9486,57569.068469447644,0.666330946023327,8425.31291294618,Medium,Salaried,56.24885173138078,5,Single,West,1
9487,77927.66117267124,0.6607418187638405,8461.488974717842,High,Unemployed,48.63757649778737,2,Married,South,1
9488,52796.78348801401,0.3160869836789766,8583.453971511233,Low,Salaried,23.451032626709438,0,Single,East,0
9489,64032.76179601488,0.3111370069505229,8442.282675739918,Low,Unemployed,40.77649812408932,1,Single,North,0
9490,63140.23286002033,0.4329390739438367,8500.477315878252,High,Unemployed,22.324835367703503,0,Divorced,North,1
9491,59324.33822983614,0.15736377048352468,8430.181949921205,High,Self-Employed,42.69098064658713,4,Single,East,1
9492,53510.10729905112,0.28180402046050956,8516.897261006077,Low,Unemployed,49.199158985218446,4,Single,West,0
9493,65886.8402770578,0.23852053948070365,8528.137255265312,Low,Unemployed,26.30376879955135,5,Married,East,0
9494,46107.55104775188,0.23403380100185708,8536.206510823024,Medium,Self-Employed,43.76203234107566,5,Married,West,1
9495,41858.47006561412,0.48310331553716074,8523.399200181135,Medium,Unemployed,55.1568463990267,2,Married,North,0
9496,78642.40339990241,0.3306102006064896,8571.341777011532,Medium,Unemployed,18.15922552541144,1,Single,North,0
9497,70907.5198333815,0.20269862485498374,8472.298586477293,Low,Unemployed,41.000551626363894,1,Single,South,0
9498,60988.3741290336,0.6325431069926557,8447.086275112071,Low,Unemployed,41.44363131699706,3,Divorced,East,0
9499,84977.13573815672,0.6244892127626765,8470.641363942173,Medium,Unemployed,38.932110651195,4,Single,West,0
9500,55983.51721912733,0.6174777541193411,8432.68845918188,Low,Unemployed,29.43738556641788,5,Married,South,0
9501,79840.54829983469,0.33444696535467566,8503.938984609716,Low,Self-Employed,42.93614111862022,3,Single,South,1
9502,62633.61127388733,0.13418947210627144,8493.018917637375,Medium,Self-Employed,35.96799994292822,4,Divorced,South,1
9503,44628.73874885415,0.16404521073666165,8523.876867099827,Low,Unemployed,42.44020126633441,0,Single,South,0
9504,87720.60287656274,0.2656288478627795,8419.187926371747,Medium,Unemployed,32.79344597451284,2,Divorced,South,0
9505,74860.66269936127,0.2319820024651928,8499.349381267055,Medium,Salaried,40.3227751074965,3,Married,West,1
9506,58184.68453485653,0.6243913720893012,8560.724043265789,Low,Unemployed,66.52931667475879,1,Single,South,0
9507,70907.56889300923,0.6918149082335556,8528.611472272232,Medium,Unemployed,24.5431866994536,2,Divorced,West,0
9508,53944.4484900314,0.5900041973990814,8405.22320621316,Medium,Salaried,11.013249331678123,2,Single,North,1
9509,72437.23552589313,0.5379093416495131,8499.414552175942,Low,Unemployed,41.318649300856265,3,Married,South,0
9510,24133.821520740607,0.45317448395638854,8463.361251977383,Medium,Unemployed,36.76276856805518,3,Divorced,East,0
9511,44702.979994581096,0.5619449795079237,8500.643094270381,Low,Unemployed,37.97036649862734,2,Divorced,North,0
9512,74688.89616430445,0.6682199873154345,8480.967341388223,Low,Salaried,29.597672772481427,1,Single,West,0
9513,56255.16692671621,0.4608068019442486,8586.964820454468,Low,Unemployed,43.80581727510853,2,Married,North,0
9514,63113.13442333113,0.19276794641190034,8504.285659136103,Medium,Salaried,54.24824062261065,0,Divorced,South,1
9515,39798.21506826848,0.19831499036123182,8515.837935724689,Medium,Salaried,32.79509348392221,0,Single,East,1
9516,87718.00493553154,0.4503176818771517,8497.796819551535,Low,Salaried,49.69304772345483,0,Divorced,North,0
9517,77857.94465576515,0.3000811238708847,8523.722530797542,High,Self-Employed,42.76928419559619,3,Divorced,West,1
9518,56989.72172437006,0.6461484251469816,8489.155733207754,Low,Unemployed,44.14958511924074,2,Divorced,West,0
9519,53929.56214705011,0.46698540030158336,8538.675890633463,Low,Salaried,41.70712046332767,0,Divorced,East,0
9520,75444.0654212954,0.5058955680540161,8480.403725859154,Low,Self-Employed,35.51293816181274,4,Married,South,1
9521,89737.05675253391,0.10349242606054154,8568.822668666375,Low,Salaried,46.667332199452716,5,Divorced,North,0
9522,74306.4038371703,0.39930913123757383,8524.82235483236,High,Salaried,34.41330585905283,0,Married,North,1
9523,92577.04001094903,0.358698832833347,8492.372135851161,Medium,Unemployed,49.79303091653583,4,Single,North,0
9524,46164.73006407123,0.5235231140605198,8542.10459155443,Medium,Unemployed,51.380119570419254,3,Divorced,East,0
9525,47709.19754251814,0.3295831962000194,8524.651502377452,Low,Unemployed,37.9883348085224,1,Single,East,0
9526,42165.88322919977,0.6859450191322973,8541.36575755974,Low,Salaried,29.38198044058214,2,Single,West,0
9527,66626.4097447422,0.5021219089338411,8504.287193937329,High,Salaried,39.79229402808132,2,Single,South,1
9528,62634.053247065545,0.49595099988555363,8487.940611612734,Low,Unemployed,51.18022794199395,0,Single,North,0
9529,57720.73314792022,0.6516046868547896,8506.76380912366,Low,Unemployed,35.0066863405383,0,Divorced,North,0
9530,72138.87942184949,0.6971229003390074,8474.981169572411,Low,Salaried,41.30961292998818,3,Single,East,0
9531,78484.92907821997,0.21869241355726796,8548.966432226447,Low,Self-Employed,37.64385416899088,2,Single,North,1
9532,37115.063860697366,0.5863198859288368,8573.459340721703,Medium,Self-Employed,36.133797395021666,0,Single,West,1
9533,51045.41958148327,0.1973916971932165,8528.951875912631,Low,Unemployed,56.50698070338802,2,Married,South,0
9534,72302.1539118459,0.37422607183252593,8570.907880508323,High,Self-Employed,49.19295905643579,3,Married,North,1
9535,52983.91974212127,0.1601112425994821,8556.343227305464,Low,Unemployed,32.0977411386244,0,Single,North,0
9536,48026.90885462769,0.4740225870802989,8486.587412681407,Low,Salaried,19.68102657678484,2,Single,East,0
9537,75278.06141475592,0.381110898043045,8541.789625018539,High,Unemployed,44.65616541292301,3,Single,North,1
9538,40657.4989541403,0.477219368995429,8435.851705277342,Medium,Salaried,31.543382755491184,5,Married,West,1
9539,55476.30288313342,0.5067764515692478,8509.303438983408,Medium,Self-Employed,42.48276980110221,0,Single,South,1
9540,64929.66038707213,0.4716593500187428,8440.882282151055,Low,Self-Employed,37.69718051845553,3,Single,East,1
9541,51392.70129134822,0.27641747356442387,8494.517204787951,Low,Salaried,52.755376871285115,4,Single,West,0
9542,71747.33484019763,0.6021754943462012,8428.015260192391,High,Unemployed,38.334150146646564,1,Single,East,1
9543,51466.84537203947,0.43101171962507445,8554.715202635303,Medium,Salaried,42.1441410850129,0,Married,West,1
9544,81129.29240168878,0.3939107039300819,8480.25579336681,Low,Unemployed,61.85641402773198,4,Divorced,West,0
9545,58113.805537563414,0.6922382825409246,8545.316127668299,Low,Unemployed,51.78554199700176,3,Married,South,0
9546,70069.0520505803,0.2701047440238861,8496.223968531745,Low,Unemployed,22.218336590468738,0,Single,West,0
9547,71190.35929474224,0.4168181829371039,8407.789762628825,High,Unemployed,37.16246579038302,4,Married,West,1
9548,50586.89995883891,0.5093947471647948,8475.791894122503,Medium,Unemployed,34.53870115047028,0,Married,South,0
9549,29197.70177016167,0.17513555975994016,8473.464417119565,Medium,Self-Employed,45.77781254179319,2,Married,North,1
9550,65411.336319957525,0.3125438344879212,8499.261125114632,Medium,Unemployed,34.337798445856244,0,Single,East,0
9551,61084.32520687304,0.5810132295983956,8575.401761465864,High,Salaried,24.55029740889904,1,Divorced,North,1
9552,68337.39041362691,0.24205494075989803,8583.680837800073,Medium,Unemployed,41.07708852825713,0,Divorced,South,0
9553,56602.08791425743,0.395974218942164,8488.438392106946,Low,Salaried,49.561196720651,5,Married,West,0
9554,53543.584517989264,0.47837836358978264,8436.986063737444,Low,Unemployed,38.49020529247543,1,Single,South,0
9555,90127.0951647255,0.5026974119845601,8462.794561715697,Medium,Unemployed,37.79364088735669,3,Divorced,East,0
9556,37914.68907733833,0.5369862652286955,8523.980458443903,Low,Salaried,39.09525793344308,0,Married,West,0
9557,71009.25717546359,0.6195863902257666,8494.587876838114,Medium,Unemployed,32.37761926149063,4,Single,East,0
9558,51380.97212724914,0.3357156658201826,8421.233877667926,Low,Unemployed,37.69275874099162,5,Divorced,East,0
9559,54963.32073389367,0.5239791555783136,8474.820370498783,Low,Self-Employed,37.021845438716866,2,Divorced,South,1
9560,55243.457511390516,0.5393047886621509,8565.578696112489,Low,Salaried,46.01940969487718,3,Single,East,0
9561,47948.48588743114,0.28016447807619416,8514.612797871743,Low,Salaried,51.90140685621035,0,Divorced,East,0
9562,68568.36315354359,0.6808947701269847,8502.36457092803,Low,Unemployed,47.44020447355515,1,Married,North,0
9563,80859.65393924936,0.6191315041132371,8480.560303243197,Low,Self-Employed,35.721195337922325,5,Divorced,East,1
9564,67050.20491869992,0.27391679721973844,8477.002117953338,Low,Salaried,21.33248269299156,3,Married,South,0
9565,61550.729943181424,0.5050412060121925,8527.198028443921,Low,Self-Employed,37.710911350048114,3,Single,North,1
9566,45203.3925135113,0.5306803806755764,8507.103035298915,High,Unemployed,46.39794252504048,3,Married,North,0
9567,67752.37898736677,0.3588901817652276,8538.550809545364,Low,Unemployed,49.72464547596666,5,Married,South,0
9568,92345.24447593949,0.6182459715645798,8527.332363942003,Low,Unemployed,37.644493748530806,4,Married,South,0
9569,54289.58064307361,0.5141376121054239,8500.986006079562,Medium,Unemployed,34.1951147510506,2,Single,West,0
9570,54360.24630972201,0.49489281109163086,8519.21049004395,High,Unemployed,27.944142046133614,2,Divorced,West,1
9571,51583.66303528504,0.23250422337083093,8470.373375996553,Low,Salaried,48.14703684429489,0,Married,South,0
9572,52658.786482583695,0.3447053868097495,8497.591568448066,Low,Salaried,24.7114938136373,3,Single,North,0
9573,18820.50669491423,0.3603534934794099,8567.047521120514,Medium,Self-Employed,48.898081894354696,4,Single,South,1
9574,66075.5307878357,0.5401966579474123,8500.53550138395,Low,Self-Employed,34.191922342405434,1,Married,East,1
9575,47316.71735468079,0.47103672715453143,8489.140472490051,High,Salaried,28.320685548958682,2,Single,South,1
9576,35846.053218123,0.15151635437576025,8510.524221468679,Low,Unemployed,53.94076855453683,0,Divorced,South,0
9577,71297.84924598823,0.284618771132344,8441.721483236004,Medium,Unemployed,27.570367651459648,4,Single,East,0
9578,43769.73322437096,0.3838285026769273,8511.042414240237,Medium,Salaried,25.62647849843281,5,Divorced,North,1
9579,54919.96419174364,0.5420397675141958,8584.802200806906,Low,Self-Employed,59.757595958192226,4,Divorced,West,1
9580,81996.6358678287,0.5461414780478044,8459.569282289027,Low,Salaried,45.946122052457184,0,Married,West,0
9581,38861.7630296323,0.39432598514298206,8513.352757513298,Low,Salaried,44.04714797676018,5,Married,West,0
9582,37011.026481033565,0.17015942935640657,8498.825287954443,Medium,Self-Employed,42.24263043241491,2,Single,West,1
9583,64039.59284343507,0.27574204202370345,8497.545630263174,High,Self-Employed,33.19887516930063,2,Divorced,West,1
9584,77242.31046015552,0.2528154293482415,8496.643612533311,Low,Self-Employed,34.97581378714834,2,Single,West,1
9585,36384.87423402056,0.5686158461849447,8535.715444188532,Low,Self-Employed,57.34031323129247,2,Divorced,South,0
9586,66115.34605255765,0.20799178840339214,8445.093932948968,Medium,Unemployed,39.08999726533324,5,Divorced,North,0
9587,68714.99309942538,0.37895273343711533,8534.43368782872,Low,Self-Employed,33.39522428660826,0,Divorced,North,1
9588,29112.592744615195,0.5024312821086341,8503.456723145837,Low,Self-Employed,53.374169713879645,1,Single,West,0
9589,71977.5200686083,0.6788716917700222,8411.863868007169,High,Self-Employed,32.5357586379143,1,Divorced,West,1
9590,73149.0881976327,0.6995443481346639,8518.991912364849,High,Salaried,44.69303587973493,0,Single,South,1
9591,55323.21640115963,0.6717532861332633,8505.695994503,High,Unemployed,53.820519481264405,2,Divorced,West,1
9592,78785.19543447012,0.530945407152121,8456.412310112093,Low,Salaried,38.16675264792067,4,Divorced,South,0
9593,77046.83361487268,0.547864499813255,8508.028580438406,Low,Salaried,18.197839223288497,3,Married,East,0
9594,61546.76888575807,0.5555260585654104,8434.186758994927,Medium,Unemployed,48.827320487542806,0,Single,South,0
9595,53228.319145126,0.617562925927774,8465.764812190231,Low,Salaried,52.783981982941015,3,Married,South,0
9596,45407.58161125564,0.6710712777113248,8501.84878334578,Low,Self-Employed,40.20988211526036,2,Single,East,1
9597,59436.54735950713,0.3674236867121965,8415.719128134102,Medium,Unemployed,37.81601799329273,1,Married,West,0
9598,68546.38379556268,0.3499065268252762,8442.430746093562,Medium,Unemployed,39.82981275862581,0,Married,West,0
9599,55137.34708439038,0.3762786774271784,8449.90592203689,Medium,Self-Employed,40.92288335939978,5,Single,West,1
9600,27037.484921069554,0.49589030287395647,8503.958624152516,Low,Self-Employed,36.547962390014824,3,Married,West,1
9601,79030.70841864856,0.5652672377666588,8522.066954257209,Medium,Self-Employed,57.59173758189523,4,Single,East,1
9602,62853.348327673404,0.6223266345407975,8455.359877213168,Medium,Salaried,42.00921340839658,3,Single,East,1
9603,54305.63254984749,0.3737264525695634,8452.553450844945,Low,Self-Employed,40.191328804793265,3,Single,North,1
9604,72857.37582634932,0.31802357570807765,8506.905605502057,Low,Unemployed,47.796137826253236,3,Married,East,0
9605,82869.57894724133,0.6900115688213359,8505.55749495924,Medium,Salaried,35.805877351025956,2,Married,West,1
9606,17971.326457681625,0.23913257260433576,8464.988063104807,Low,Self-Employed,37.56228148081665,4,Married,South,0
9607,66513.95474883108,0.23320290115148637,8591.436016130374,Low,Unemployed,45.011686540873676,0,Married,South,0
9608,38600.261837844795,0.5292444728958974,8509.219558754121,Low,Self-Employed,39.61188998961697,0,Single,West,1
9609,67486.65760198412,0.2077943773615854,8491.491746132298,High,Unemployed,47.51274749983426,3,Single,West,1
9610,61918.90803561869,0.33964539984767345,8480.69547685689,Low,Unemployed,36.89690615900651,3,Single,West,0
9611,69535.89789660825,0.2754320933885512,8550.441597700728,Low,Self-Employed,44.164948734602376,2,Divorced,South,1
