,Credit_History,Income_Level,Loan_Amount,Zip_Code,Education_Level,loan_approval
5836,Good,High,Small,Rural,High School,1
5837,Fair,Medium,Medium,Urban,Bachelor,0
5838,Fair,High,Small,Suburban,Master,1
5839,Fair,High,Medium,Suburban,Bachelor,1
5840,Fair,Medium,Small,Urban,High School,1
5841,Bad,High,Medium,Urban,Master,1
5842,Bad,Low,Small,Suburban,Master,0
5843,Bad,Low,Large,Urban,High School,0
5844,Good,Low,Medium,Suburban,High School,1
5845,Fair,Medium,Small,Suburban,Bachelor,0
5846,Fair,Medium,Medium,Suburban,High School,1
5847,Good,Medium,Large,Rural,Master,0
5848,Fair,Low,Small,Urban,Master,1
5849,Fair,Medium,Large,Urban,Bachelor,0
5850,Bad,Low,Large,Urban,Master,0
5851,Good,Medium,Medium,Suburban,Bachelor,1
5852,Good,Low,Medium,Rural,Bachelor,1
5853,Good,High,Small,Rural,Bachelor,1
5854,Fair,Low,Medium,Rural,Master,0
5855,Good,Low,Medium,Rural,Master,0
5856,Bad,High,Medium,Rural,High School,0
5857,Bad,Medium,Medium,Urban,Bachelor,0
5858,Bad,Low,Small,Rural,Bachelor,0
5859,Fair,Medium,Small,Suburban,Master,1
5860,Fair,Low,Medium,Urban,Bachelor,0
5861,Fair,High,Large,Urban,Bachelor,0
5862,Bad,Medium,Small,Urban,Master,1
5863,Fair,Low,Large,Suburban,Bachelor,0
5864,Good,Medium,Large,Suburban,High School,0
5865,Fair,Low,Large,Urban,Master,0
5866,Good,Medium,Large,Suburban,High School,0
5867,Fair,High,Small,Urban,High School,1
5868,Good,High,Medium,Rural,High School,1
5869,Fair,Low,Small,Suburban,High School,1
5870,Fair,Low,Large,Rural,Bachelor,0
5871,Fair,Low,Medium,Urban,Bachelor,0
5872,Fair,Medium,Small,Rural,Bachelor,1
5873,Good,Medium,Small,Urban,High School,1
5874,Fair,Medium,Small,Urban,High School,1
5875,Fair,High,Large,Urban,Bachelor,1
5876,Good,Low,Small,Suburban,Bachelor,1
5877,Fair,Low,Medium,Rural,Bachelor,1
5878,Fair,Low,Medium,Suburban,High School,0
5879,Fair,Low,Medium,Rural,High School,0
5880,Fair,Low,Medium,Urban,High School,1
5881,Fair,Medium,Small,Urban,High School,1
5882,Fair,Low,Medium,Suburban,Master,1
5883,Good,Low,Large,Urban,Bachelor,0
5884,Fair,Medium,Medium,Rural,High School,0
5885,Fair,Low,Medium,Suburban,Bachelor,0
5886,Fair,Medium,Large,Urban,Bachelor,0
5887,Good,Low,Medium,Suburban,Bachelor,1
5888,Good,Medium,Large,Urban,High School,1
5889,Fair,High,Medium,Urban,Master,1
5890,Good,Low,Small,Suburban,Bachelor,1
5891,Fair,Medium,Large,Suburban,Bachelor,1
5892,Fair,High,Medium,Rural,Bachelor,1
5893,Bad,Medium,Small,Urban,High School,1
5894,Fair,Low,Large,Suburban,Master,0
5895,Fair,Low,Small,Urban,Bachelor,1
5896,Good,Medium,Medium,Urban,High School,0
5897,Fair,High,Small,Suburban,Bachelor,1
5898,Good,Low,Large,Urban,Master,0
5899,Fair,Low,Large,Suburban,Bachelor,0
5900,Fair,Low,Medium,Suburban,Bachelor,0
5901,Fair,Low,Medium,Urban,Bachelor,1
5902,Bad,Low,Small,Urban,High School,0
5903,Fair,Low,Large,Urban,Bachelor,0
5904,Bad,Low,Medium,Rural,Bachelor,0
5905,Fair,Low,Large,Urban,Master,0
5906,Fair,High,Small,Urban,Bachelor,1
5907,Good,Low,Small,Suburban,Bachelor,1
5908,Fair,Low,Medium,Rural,Master,1
5909,Bad,Low,Large,Rural,Master,0
5910,Fair,High,Medium,Urban,Bachelor,0
5911,Good,Medium,Large,Urban,High School,0
5912,Good,Medium,Large,Suburban,Master,1
5913,Fair,Low,Medium,Rural,High School,0
5914,Fair,High,Small,Urban,High School,1
5915,Bad,Medium,Small,Urban,Bachelor,0
5916,Good,Low,Medium,Urban,Bachelor,1
5917,Fair,Medium,Medium,Urban,Master,1
5918,Fair,High,Small,Suburban,Bachelor,1
5919,Fair,Medium,Medium,Urban,High School,0
5920,Bad,High,Medium,Urban,Bachelor,0
5921,Good,High,Small,Urban,Bachelor,1
5922,Bad,Low,Large,Urban,Master,0
5923,Fair,Medium,Large,Urban,Bachelor,0
5924,Fair,Low,Medium,Urban,High School,0
5925,Good,High,Large,Rural,Bachelor,1
5926,Good,Low,Medium,Urban,High School,1
5927,Fair,High,Medium,Suburban,High School,1
5928,Fair,Low,Medium,Rural,Master,0
5929,Good,Low,Small,Urban,Bachelor,1
5930,Bad,Low,Large,Urban,Bachelor,0
5931,Fair,Low,Medium,Urban,Bachelor,0
5932,Fair,High,Large,Suburban,Bachelor,1
5933,Good,Low,Medium,Suburban,High School,0
5934,Fair,Medium,Small,Urban,High School,1
5935,Good,Low,Medium,Rural,High School,1
5936,Fair,Low,Large,Suburban,Master,0
5937,Fair,Low,Medium,Urban,Master,0
5938,Fair,Low,Medium,Suburban,Bachelor,0
5939,Fair,High,Large,Urban,High School,0
5940,Fair,Medium,Medium,Suburban,High School,0
5941,Fair,Low,Medium,Urban,Master,1
5942,Bad,Medium,Small,Suburban,Master,0
5943,Good,Low,Small,Urban,High School,1
5944,Good,Low,Small,Suburban,Master,1
5945,Fair,Medium,Small,Urban,Bachelor,0
5946,Fair,Low,Small,Suburban,High School,1
5947,Bad,Medium,Small,Urban,High School,1
5948,Fair,Medium,Large,Urban,Master,0
5949,Good,Medium,Medium,Urban,Bachelor,1
5950,Bad,High,Small,Urban,Master,0
5951,Bad,Low,Medium,Suburban,High School,0
5952,Good,Low,Large,Rural,Bachelor,0
5953,Fair,Low,Medium,Suburban,High School,0
5954,Bad,Low,Medium,Rural,High School,0
5955,Fair,High,Large,Urban,High School,0
5956,Fair,Medium,Medium,Urban,Master,1
5957,Fair,Medium,Medium,Suburban,Bachelor,1
5958,Good,Medium,Small,Rural,High School,1
5959,Good,Low,Small,Suburban,Bachelor,1
5960,Fair,Medium,Small,Urban,Master,1
5961,Good,Medium,Small,Urban,High School,1
5962,Fair,Medium,Medium,Urban,Master,0
5963,Good,Low,Medium,Urban,Master,1
5964,Fair,Medium,Large,Suburban,Bachelor,0
5965,Good,Low,Small,Urban,Bachelor,1
5966,Good,Medium,Large,Rural,Bachelor,0
5967,Bad,Medium,Small,Rural,High School,1
5968,Good,Low,Medium,Rural,Bachelor,1
5969,Good,Medium,Small,Rural,High School,1
5970,Good,High,Medium,Urban,Master,1
5971,Fair,Low,Small,Rural,Master,0
5972,Good,High,Large,Urban,High School,1
5973,Good,Medium,Large,Rural,Bachelor,1
5974,Fair,Medium,Medium,Urban,Bachelor,0
5975,Good,High,Small,Urban,Master,1
5976,Bad,Medium,Medium,Urban,Bachelor,1
5977,Bad,High,Small,Urban,Bachelor,1
5978,Fair,Low,Small,Rural,High School,0
5979,Fair,Low,Small,Rural,Bachelor,0
5980,Fair,Medium,Medium,Suburban,High School,0
5981,Bad,High,Medium,Suburban,High School,0
5982,Good,High,Large,Suburban,Bachelor,1
5983,Bad,Medium,Small,Urban,Bachelor,1
5984,Bad,Medium,Small,Suburban,Master,1
5985,Bad,Low,Small,Urban,Bachelor,0
5986,Fair,High,Large,Suburban,Bachelor,0
5987,Good,Low,Large,Rural,Master,1
5988,Fair,Medium,Small,Urban,Master,1
5989,Good,Medium,Large,Urban,Bachelor,1
5990,Bad,Medium,Small,Rural,Bachelor,0
5991,Fair,Low,Medium,Rural,Master,0
5992,Fair,High,Medium,Rural,Bachelor,1
5993,Fair,Medium,Small,Suburban,Master,0
5994,Bad,High,Large,Urban,High School,0
5995,Fair,Low,Medium,Urban,Master,0
5996,Fair,Medium,Small,Urban,High School,1
5997,Good,Medium,Medium,Suburban,High School,1
5998,Fair,Medium,Small,Urban,Master,0
5999,Bad,High,Small,Suburban,Bachelor,1
6000,Fair,Low,Large,Rural,Bachelor,0
6001,Bad,Low,Large,Rural,Bachelor,0
6002,Good,Medium,Medium,Urban,High School,1
6003,Fair,Low,Medium,Urban,High School,0
6004,Bad,High,Medium,Rural,Bachelor,1
6005,Good,Low,Small,Suburban,High School,1
6006,Fair,Medium,Large,Rural,Bachelor,0
6007,Bad,Low,Medium,Rural,Master,0
6008,Fair,Medium,Large,Urban,High School,1
6009,Fair,Low,Large,Urban,High School,0
6010,Good,Low,Medium,Urban,Master,0
6011,Good,Low,Small,Suburban,Master,1
6012,Good,Low,Large,Urban,High School,1
6013,Fair,High,Medium,Suburban,High School,1
6014,Fair,Low,Medium,Rural,Bachelor,0
6015,Good,Medium,Large,Urban,Bachelor,1
6016,Bad,High,Medium,Rural,Master,0
6017,Fair,Medium,Small,Suburban,Bachelor,1
6018,Fair,High,Medium,Rural,Master,1
6019,Bad,High,Large,Urban,Bachelor,0
6020,Fair,Medium,Medium,Urban,High School,1
6021,Good,Medium,Medium,Urban,Bachelor,1
6022,Good,Low,Large,Urban,Bachelor,0
6023,Bad,Medium,Large,Urban,High School,0
6024,Bad,High,Large,Rural,High School,0
6025,Fair,Medium,Large,Urban,High School,0
6026,Good,Medium,Large,Rural,Bachelor,1
6027,Bad,Medium,Medium,Suburban,Bachelor,0
6028,Good,Low,Medium,Urban,High School,1
6029,Bad,High,Small,Suburban,Bachelor,1
6030,Fair,Medium,Medium,Rural,Bachelor,0
6031,Fair,Low,Small,Suburban,Master,1
6032,Good,High,Medium,Urban,Master,1
6033,Fair,Medium,Large,Rural,Master,0
6034,Fair,Medium,Medium,Urban,Master,1
6035,Fair,Medium,Small,Suburban,Bachelor,1
6036,Good,Low,Large,Suburban,Bachelor,0
6037,Good,High,Large,Urban,High School,1
6038,Bad,Medium,Medium,Urban,Bachelor,0
6039,Good,Low,Medium,Rural,High School,0
6040,Fair,Low,Medium,Rural,Bachelor,1
6041,Bad,High,Large,Suburban,High School,0
6042,Fair,Low,Large,Urban,High School,0
6043,Bad,High,Medium,Urban,High School,0
6044,Good,Low,Medium,Urban,Master,1
6045,Good,Medium,Medium,Suburban,High School,1
6046,Bad,High,Medium,Urban,Master,0
6047,Fair,Low,Medium,Urban,High School,1
6048,Good,Medium,Large,Urban,Bachelor,0
6049,Good,Medium,Medium,Suburban,Bachelor,1
6050,Fair,Medium,Large,Rural,Bachelor,1
6051,Good,Medium,Medium,Suburban,Master,1
6052,Fair,Medium,Medium,Suburban,High School,1
6053,Fair,Medium,Large,Urban,High School,1
6054,Good,High,Large,Urban,Bachelor,1
6055,Fair,Medium,Large,Suburban,Master,0
6056,Fair,Low,Large,Suburban,Master,0
6057,Fair,High,Medium,Urban,Master,1
6058,Good,Medium,Small,Suburban,Bachelor,1
6059,Good,Low,Medium,Rural,Bachelor,1
6060,Fair,Low,Medium,Suburban,Bachelor,1
6061,Fair,Low,Medium,Suburban,Bachelor,1
6062,Fair,Low,Medium,Suburban,High School,0
6063,Fair,Low,Small,Urban,Bachelor,1
6064,Fair,Low,Small,Suburban,High School,1
6065,Good,Medium,Small,Rural,Bachelor,1
6066,Fair,Low,Small,Urban,High School,0
6067,Fair,Low,Large,Urban,Bachelor,0
6068,Bad,Low,Medium,Suburban,Bachelor,0
6069,Fair,Low,Small,Urban,High School,1
6070,Good,Low,Medium,Suburban,High School,1
6071,Fair,Medium,Small,Urban,High School,1
6072,Bad,High,Large,Suburban,High School,0
6073,Fair,High,Medium,Suburban,High School,1
6074,Fair,High,Small,Urban,Master,1
6075,Bad,Low,Medium,Urban,Bachelor,0
6076,Fair,Low,Small,Urban,Bachelor,0
6077,Fair,Low,Large,Urban,Bachelor,0
6078,Fair,Medium,Medium,Urban,Master,1
6079,Fair,Low,Small,Urban,High School,0
6080,Fair,Medium,Medium,Suburban,Master,0
6081,Good,Low,Large,Suburban,Master,1
6082,Fair,Low,Large,Urban,High School,0
6083,Fair,High,Small,Urban,Bachelor,1
6084,Fair,Medium,Small,Urban,High School,1
6085,Fair,High,Large,Suburban,High School,1
6086,Good,Medium,Large,Urban,High School,1
6087,Fair,High,Small,Urban,Master,1
6088,Good,Medium,Small,Urban,Bachelor,1
6089,Bad,High,Large,Rural,Bachelor,1
6090,Fair,Low,Medium,Suburban,Bachelor,0
6091,Good,Medium,Small,Rural,Bachelor,1
6092,Fair,Medium,Medium,Urban,Bachelor,1
6093,Fair,Low,Small,Urban,Master,1
6094,Fair,High,Medium,Urban,Bachelor,0
6095,Good,High,Medium,Rural,Bachelor,1
6096,Bad,Medium,Medium,Urban,Bachelor,0
6097,Good,Low,Small,Urban,Master,1
6098,Bad,Medium,Medium,Urban,Master,0
6099,Good,High,Large,Suburban,High School,1
6100,Fair,Medium,Medium,Urban,Bachelor,0
6101,Good,Low,Small,Suburban,High School,1
6102,Fair,Medium,Medium,Rural,Master,1
6103,Good,Low,Medium,Urban,Bachelor,0
6104,Bad,Medium,Medium,Suburban,High School,0
6105,Bad,Low,Large,Suburban,Bachelor,0
6106,Fair,Medium,Large,Rural,Bachelor,0
6107,Bad,Medium,Large,Urban,Bachelor,0
6108,Bad,Low,Medium,Urban,High School,0
6109,Good,Low,Small,Suburban,High School,1
6110,Good,Low,Small,Urban,High School,1
6111,Fair,Low,Small,Rural,High School,0
6112,Good,Low,Medium,Suburban,Bachelor,1
6113,Fair,High,Small,Suburban,Master,0
6114,Fair,High,Large,Urban,High School,1
6115,Good,High,Large,Suburban,High School,1
6116,Fair,High,Large,Suburban,Master,1
6117,Good,Low,Medium,Suburban,Master,0
6118,Fair,Low,Large,Urban,Bachelor,0
6119,Fair,Low,Large,Rural,High School,0
6120,Bad,High,Medium,Urban,Master,1
6121,Bad,Medium,Medium,Urban,High School,0
6122,Bad,Low,Medium,Rural,Master,0
6123,Good,Low,Medium,Suburban,Master,0
6124,Good,Medium,Large,Urban,Bachelor,0
6125,Good,Medium,Large,Rural,High School,1
6126,Fair,High,Large,Urban,High School,1
6127,Fair,Low,Large,Urban,Master,0
6128,Bad,High,Medium,Suburban,Master,0
6129,Fair,Medium,Small,Urban,Bachelor,1
6130,Fair,Medium,Medium,Rural,High School,1
6131,Good,High,Medium,Rural,Bachelor,1
6132,Fair,High,Small,Urban,Master,1
6133,Bad,Low,Large,Rural,Master,0
6134,Bad,Low,Large,Urban,High School,0
6135,Bad,Medium,Medium,Suburban,Bachelor,1
6136,Fair,Medium,Medium,Rural,High School,1
6137,Good,Medium,Medium,Rural,Master,1
6138,Fair,High,Small,Urban,Bachelor,1
6139,Good,Low,Large,Urban,Master,0
6140,Fair,Medium,Medium,Urban,High School,1
6141,Fair,Low,Large,Suburban,High School,0
6142,Bad,High,Small,Suburban,Bachelor,1
6143,Good,High,Small,Urban,Master,1
6144,Good,Medium,Large,Urban,High School,1
6145,Bad,Low,Large,Rural,Bachelor,0
6146,Fair,Medium,Large,Urban,Bachelor,0
6147,Fair,Medium,Large,Urban,Master,0
6148,Fair,Low,Medium,Rural,Bachelor,0
6149,Good,High,Medium,Urban,High School,1
6150,Fair,High,Small,Suburban,Bachelor,1
6151,Fair,Medium,Medium,Urban,Master,0
6152,Bad,Medium,Large,Urban,Master,0
6153,Bad,Low,Large,Urban,Bachelor,0
6154,Bad,Medium,Large,Suburban,Master,0
6155,Bad,Medium,Large,Suburban,High School,0
6156,Good,Low,Small,Urban,Bachelor,1
6157,Good,Low,Large,Suburban,Master,0
6158,Bad,Low,Small,Urban,High School,1
6159,Good,Low,Medium,Urban,Master,0
6160,Bad,Medium,Medium,Rural,Bachelor,1
6161,Fair,Medium,Medium,Rural,Bachelor,1
6162,Fair,Medium,Medium,Rural,High School,0
6163,Fair,Low,Medium,Suburban,High School,0
6164,Fair,Medium,Medium,Urban,Bachelor,1
6165,Fair,High,Large,Suburban,Bachelor,0
6166,Fair,Medium,Small,Rural,High School,0
6167,Good,High,Large,Urban,Master,1
6168,Bad,Medium,Medium,Urban,High School,1
6169,Bad,Medium,Medium,Urban,Master,0
6170,Bad,Low,Large,Urban,High School,0
6171,Fair,Medium,Large,Urban,Bachelor,0
6172,Bad,High,Large,Rural,Bachelor,0
6173,Good,High,Medium,Suburban,Bachelor,1
6174,Fair,High,Medium,Urban,Master,1
6175,Fair,Low,Small,Suburban,Master,1
6176,Fair,Medium,Small,Urban,Bachelor,1
6177,Bad,Medium,Large,Suburban,Bachelor,0
6178,Bad,Medium,Medium,Rural,Bachelor,0
6179,Fair,Low,Small,Suburban,Master,0
6180,Fair,High,Medium,Suburban,Master,0
6181,Fair,High,Medium,Urban,Bachelor,1
6182,Bad,Medium,Small,Suburban,Bachelor,0
6183,Good,Low,Large,Suburban,High School,1
6184,Bad,Low,Small,Rural,Master,0
6185,Good,Medium,Large,Suburban,Master,0
6186,Good,Low,Medium,Rural,Master,0
6187,Fair,High,Large,Rural,Bachelor,1
6188,Bad,Medium,Small,Suburban,Bachelor,0
6189,Bad,Medium,Medium,Rural,Bachelor,1
6190,Fair,Medium,Medium,Urban,Bachelor,0
6191,Fair,Low,Small,Urban,Bachelor,1
6192,Good,High,Small,Suburban,Master,1
6193,Good,Medium,Small,Urban,High School,1
6194,Fair,High,Large,Rural,High School,0
6195,Bad,Medium,Small,Urban,Master,0
6196,Fair,Medium,Medium,Urban,Master,1
6197,Good,Low,Medium,Rural,Bachelor,0
6198,Fair,Medium,Small,Urban,Master,1
6199,Bad,Medium,Large,Urban,Master,0
6200,Good,Medium,Large,Urban,Bachelor,1
6201,Fair,Medium,Medium,Suburban,High School,1
6202,Good,Low,Small,Suburban,Master,0
6203,Fair,High,Medium,Rural,Master,1
6204,Bad,High,Medium,Urban,Bachelor,1
6205,Good,Low,Medium,Rural,High School,1
6206,Fair,High,Medium,Urban,Master,0
6207,Fair,Low,Small,Urban,Master,1
6208,Fair,Medium,Large,Urban,High School,0
6209,Bad,Low,Medium,Urban,High School,0
6210,Fair,High,Small,Urban,Master,0
6211,Bad,Low,Medium,Urban,High School,0
6212,Fair,Medium,Medium,Urban,High School,1
6213,Fair,Medium,Large,Rural,Bachelor,0
6214,Good,Low,Small,Urban,High School,1
6215,Good,Medium,Medium,Rural,High School,1
6216,Bad,Low,Medium,Rural,Bachelor,0
6217,Fair,Medium,Medium,Urban,High School,0
6218,Fair,High,Medium,Suburban,Master,1
6219,Bad,High,Small,Suburban,Bachelor,0
6220,Good,High,Small,Rural,High School,1
6221,Good,Low,Medium,Rural,Bachelor,1
6222,Bad,Low,Medium,Suburban,High School,0
6223,Fair,Medium,Small,Urban,High School,1
6224,Bad,Low,Large,Urban,Master,0
6225,Fair,High,Large,Rural,High School,1
6226,Bad,Low,Small,Suburban,Bachelor,0
6227,Good,High,Medium,Rural,Master,1
6228,Good,Low,Medium,Suburban,Bachelor,1
6229,Fair,High,Large,Urban,Bachelor,0
6230,Fair,Low,Small,Rural,Master,1
6231,Good,Low,Medium,Rural,Master,1
6232,Fair,Medium,Small,Urban,Master,0
6233,Bad,Low,Small,Urban,Bachelor,0
6234,Fair,Medium,Small,Suburban,Master,1
6235,Good,Medium,Small,Suburban,Master,1
6236,Fair,Low,Large,Urban,Bachelor,0
6237,Fair,High,Small,Urban,Bachelor,1
6238,Good,Medium,Large,Suburban,High School,1
6239,Good,Medium,Small,Urban,Bachelor,1
6240,Good,Medium,Large,Urban,High School,0
6241,Bad,Medium,Medium,Suburban,High School,0
6242,Fair,Low,Large,Rural,High School,0
6243,Good,Low,Small,Suburban,Bachelor,1
6244,Good,Medium,Large,Suburban,Bachelor,0
6245,Fair,Medium,Medium,Suburban,Bachelor,1
6246,Bad,Low,Small,Suburban,Bachelor,1
6247,Good,Medium,Medium,Urban,Master,1
6248,Good,Medium,Large,Urban,Bachelor,1
6249,Bad,Low,Medium,Urban,Bachelor,0
6250,Fair,Low,Large,Rural,High School,0
6251,Bad,Medium,Medium,Rural,Master,1
6252,Fair,Low,Small,Suburban,Bachelor,1
6253,Bad,Low,Medium,Rural,Master,0
6254,Fair,Low,Large,Rural,High School,0
6255,Fair,High,Medium,Rural,Bachelor,1
6256,Fair,Medium,Small,Urban,High School,1
6257,Fair,Low,Large,Suburban,High School,0
6258,Good,Low,Medium,Suburban,Bachelor,1
6259,Fair,Medium,Medium,Suburban,Master,0
6260,Bad,Medium,Small,Urban,Bachelor,1
6261,Good,Medium,Small,Suburban,Bachelor,1
6262,Bad,High,Medium,Urban,Master,0
6263,Good,Medium,Medium,Rural,High School,0
6264,Good,Low,Medium,Suburban,Bachelor,0
6265,Fair,Medium,Large,Urban,Bachelor,0
6266,Good,High,Large,Urban,Bachelor,1
6267,Bad,Medium,Medium,Suburban,Bachelor,0
6268,Fair,Medium,Large,Suburban,High School,1
6269,Fair,Low,Small,Suburban,Bachelor,0
6270,Fair,Low,Large,Suburban,Master,0
6271,Good,Medium,Large,Rural,Master,0
6272,Bad,High,Medium,Urban,Bachelor,1
6273,Fair,Medium,Large,Suburban,Bachelor,0
6274,Fair,Medium,Medium,Rural,High School,1
6275,Fair,Low,Medium,Rural,Bachelor,0
6276,Fair,Low,Small,Urban,Master,0
6277,Fair,Medium,Small,Urban,Bachelor,1
6278,Good,Low,Small,Urban,Master,1
6279,Bad,Medium,Large,Rural,Bachelor,0
6280,Good,Low,Small,Urban,Bachelor,1
6281,Fair,Medium,Medium,Urban,High School,0
6282,Good,High,Medium,Urban,Master,0
6283,Good,Medium,Medium,Urban,Master,0
6284,Fair,Low,Large,Suburban,Bachelor,0
6285,Fair,Medium,Small,Suburban,High School,1
6286,Good,High,Medium,Suburban,Master,1
6287,Fair,Medium,Medium,Urban,High School,0
6288,Good,Low,Large,Urban,Bachelor,0
6289,Fair,Low,Small,Rural,High School,1
6290,Bad,Low,Small,Urban,High School,0
6291,Fair,Low,Large,Rural,High School,0
6292,Good,High,Medium,Urban,Bachelor,1
6293,Fair,High,Small,Urban,Bachelor,1
6294,Good,Low,Medium,Urban,Bachelor,1
6295,Good,Low,Medium,Rural,Bachelor,1
6296,Fair,Low,Medium,Urban,Bachelor,0
6297,Bad,High,Large,Suburban,Master,0
6298,Good,Medium,Medium,Suburban,Master,0
6299,Fair,Medium,Medium,Urban,High School,0
6300,Good,Medium,Medium,Urban,High School,1
6301,Fair,Medium,Small,Rural,Bachelor,1
6302,Fair,Low,Large,Urban,High School,0
6303,Good,Low,Large,Suburban,Master,0
6304,Fair,Medium,Large,Rural,High School,0
6305,Fair,Medium,Large,Urban,Bachelor,0
6306,Fair,Low,Large,Urban,High School,0
6307,Fair,Low,Small,Urban,Bachelor,1
6308,Fair,Low,Large,Urban,High School,0
6309,Good,Medium,Medium,Urban,Master,1
6310,Fair,Medium,Large,Suburban,Master,0
6311,Fair,High,Medium,Suburban,Bachelor,1
6312,Fair,Low,Small,Suburban,High School,0
6313,Fair,Low,Large,Rural,Bachelor,0
6314,Fair,Low,Small,Urban,Bachelor,1
6315,Good,Medium,Small,Urban,High School,1
6316,Good,Medium,Medium,Urban,Master,1
6317,Fair,Medium,Medium,Urban,High School,0
6318,Fair,Low,Medium,Urban,High School,0
6319,Bad,Medium,Small,Urban,Bachelor,0
6320,Fair,High,Large,Rural,High School,1
6321,Fair,High,Medium,Rural,Bachelor,1
6322,Fair,High,Medium,Urban,High School,1
6323,Fair,Medium,Large,Rural,Master,0
6324,Bad,High,Small,Rural,Bachelor,1
6325,Bad,Low,Medium,Urban,Bachelor,0
6326,Good,Low,Medium,Urban,High School,1
6327,Fair,Low,Medium,Rural,High School,0
6328,Fair,Medium,Large,Suburban,Bachelor,0
6329,Bad,High,Large,Rural,High School,0
6330,Bad,Low,Medium,Urban,Bachelor,0
6331,Good,Medium,Medium,Urban,Bachelor,1
6332,Fair,Medium,Large,Urban,High School,0
6333,Fair,High,Large,Rural,Master,0
6334,Fair,Medium,Medium,Urban,Master,1
6335,Good,High,Small,Urban,Bachelor,1
6336,Bad,Low,Small,Suburban,Master,0
6337,Bad,Low,Large,Urban,Master,0
6338,Fair,Medium,Medium,Urban,High School,1
6339,Fair,Low,Small,Suburban,High School,0
6340,Fair,Low,Medium,Urban,Bachelor,1
6341,Fair,Medium,Small,Urban,Bachelor,1
6342,Fair,Medium,Small,Urban,Bachelor,1
6343,Good,Medium,Large,Suburban,Bachelor,0
6344,Fair,Low,Large,Urban,Bachelor,0
6345,Bad,Medium,Large,Urban,Bachelor,0
6346,Fair,Low,Large,Suburban,High School,0
6347,Good,Low,Small,Urban,Master,0
6348,Fair,Medium,Small,Urban,Master,1
6349,Good,Low,Large,Suburban,Master,1
6350,Bad,Low,Medium,Urban,High School,0
6351,Fair,Medium,Medium,Urban,High School,1
6352,Bad,Low,Medium,Suburban,Bachelor,1
6353,Fair,High,Medium,Suburban,Master,1
6354,Good,Medium,Small,Suburban,Master,1
6355,Good,High,Large,Urban,Bachelor,0
6356,Fair,Low,Large,Urban,High School,0
6357,Fair,Medium,Large,Suburban,Master,0
6358,Good,Low,Medium,Urban,Master,1
6359,Fair,High,Medium,Urban,Master,0
6360,Bad,Low,Medium,Suburban,Bachelor,0
6361,Fair,Low,Medium,Urban,Bachelor,0
6362,Fair,High,Small,Suburban,Bachelor,1
6363,Fair,Low,Medium,Urban,Master,0
6364,Fair,Low,Medium,Urban,Bachelor,0
6365,Fair,Low,Small,Rural,High School,1
6366,Fair,Medium,Small,Urban,Bachelor,1
6367,Bad,Low,Large,Suburban,Master,0
6368,Fair,Medium,Medium,Urban,Bachelor,0
6369,Good,Low,Small,Urban,Bachelor,1
6370,Fair,Medium,Large,Urban,Master,0
6371,Fair,Medium,Medium,Urban,Bachelor,0
6372,Good,Medium,Medium,Rural,High School,1
6373,Good,Medium,Large,Rural,Master,0
6374,Fair,Low,Large,Suburban,Bachelor,0
6375,Bad,Low,Medium,Rural,Master,0
6376,Good,Low,Small,Suburban,Master,1
6377,Good,Medium,Small,Urban,Bachelor,1
6378,Good,Medium,Small,Urban,Master,1
6379,Good,High,Large,Suburban,Bachelor,1
6380,Fair,Low,Large,Urban,Bachelor,1
6381,Fair,Medium,Small,Urban,High School,1
6382,Bad,Medium,Medium,Rural,High School,0
6383,Fair,Medium,Medium,Urban,Master,0
6384,Fair,High,Large,Urban,Master,0
6385,Fair,Low,Large,Urban,Bachelor,0
6386,Fair,Low,Medium,Suburban,Bachelor,0
6387,Good,Medium,Large,Urban,Bachelor,0
6388,Fair,Low,Small,Suburban,Master,1
6389,Fair,Low,Large,Urban,High School,0
6390,Bad,Low,Small,Suburban,High School,0
6391,Fair,Low,Small,Urban,Master,1
6392,Good,Medium,Medium,Rural,Master,1
6393,Fair,Low,Small,Urban,High School,1
6394,Good,Medium,Medium,Suburban,Master,1
6395,Fair,Medium,Large,Suburban,Bachelor,0
6396,Fair,Medium,Medium,Urban,High School,0
6397,Fair,High,Medium,Urban,Master,1
6398,Fair,Low,Medium,Suburban,Master,1
6399,Good,High,Medium,Suburban,High School,1
6400,Fair,Medium,Medium,Urban,Bachelor,1
6401,Good,Medium,Medium,Urban,Master,1
6402,Fair,Medium,Medium,Urban,High School,0
6403,Good,Medium,Medium,Urban,Bachelor,1
6404,Bad,High,Medium,Urban,High School,0
6405,Good,High,Small,Rural,Bachelor,1
6406,Fair,Low,Medium,Urban,High School,0
6407,Fair,Low,Small,Urban,Bachelor,0
6408,Fair,Medium,Medium,Suburban,High School,1
6409,Good,High,Medium,Rural,Bachelor,1
6410,Bad,Low,Medium,Urban,High School,0
6411,Fair,Medium,Large,Urban,Master,0
6412,Good,Medium,Small,Urban,Bachelor,1
6413,Fair,Medium,Large,Urban,High School,1
6414,Bad,Medium,Medium,Urban,Master,0
6415,Fair,Medium,Large,Urban,Master,0
6416,Fair,High,Large,Urban,Bachelor,0
6417,Good,Medium,Small,Rural,Bachelor,1
6418,Good,Medium,Medium,Urban,High School,0
6419,Fair,Low,Small,Urban,Master,0
6420,Good,Medium,Large,Rural,High School,1
6421,Fair,Low,Large,Suburban,Bachelor,0
